"fish1_id","fish2_id","distance_km","row_number"
"1259","337",1.32439084715155,653
"985153000370891","2285",2.63154318565249,654
"2188","1961",0.438471795624951,655
"1366","1160",27.6619017890956,656
"982126052951060","985153000401656",26.969952450916,657
"2542","1145",0.455118283815296,658
"801","985153000369173",12.3540998841416,659
"2156","1348",14.7121566466022,660
"985153000405229","1677",0.463535472794241,661
"1223","982000411818500",6.54672120050326,662
"471","985153000370608",1.96966863529471,663
"1942","1337",27.7175599392141,664
"1462","923",25.2594214105264,665
"986112100172405","334",0.467961218134802,666
"704","46",0.0669153116170076,667
"1258","982000411818488",0.0594664885487215,668
"735","982126052951190",12.093689928555,669
"1784","546",25.3285998010281,670
"61","1756",0.122627597692653,671
"986112100169386","2130",0.0725712516681759,672
"808","2048",18.377759203427,673
"1521","1501",26.7746731515327,674
"572","985153000405440",13.667027142899,675
"985153000403264","982126052951035",2.24936840759585,676
"409","769",8.69940094588033,677
"1021","60",24.0048499464753,678
"1207","186",1.20423147105596,679
"1266","985153000369796",1.30092792776531,680
"2422","425",26.7281274106509,681
"1929","1271",26.1111081161485,682
"3","985153000371766",1.59608425387379,683
"42","1562",24.5754164154486,684
"163","1930",13.5894061149847,685
"982000411818673","870",1.01419907229774,686
"1767","567",27.5800195444173,687
"74","1765",0.190837211248144,688
"2683","1372",0.0744184957316402,689
"1522","600",13.9580202476677,690
"805","986112100165961",9.93517193489484,691
"2103","1748",16.2452167135824,692
"2366","321",25.3548069617488,693
"286","985153000407421",0.157420387418986,694
"1948","986112100163663",16.6541679853994,695
"2327","1500",2.03431699787408,696
"493","579",27.7316769842882,697
"601","2232",27.2580459816943,698
"1050","978",0.319245556829867,699
"355","393",12.4946093096146,700
"982126052951228","538",16.3938178206863,701
"668","706",27.0372715312145,702
"898","1786",0.985443297135198,703
"986112100168710","982126052951253",0.201504100380792,704
"2564","2289",0.477589319427034,705
"873","985153000373086",25.3199354379302,706
"2618","778",0.0630140862085265,707
"1971","277",13.8067513108398,708
"1135","985153000400903",0.182332946817294,709
"1376","1152",25.8282101480064,710
"463","983",2.10847936512556,711
"1388","401",22.6089564643069,712
"2614","2268",27.6489819276721,713
"2055","1307",13.9666647281816,714
"480","974",13.6071893181196,715
"26","986112100164868",27.5444366668643,716
"1870","2279",1.87374276866854,717
"982126052951086","847",2.24806452190794,718
"986112100173519","377",27.4118693658122,719
"892","1109",16.0772134642287,720
"2646","1268",25.251242277203,721
"621","2114",0.385473341440293,722
"2121","746",26.025431331641,723
"1514","985153000354270",25.8458371070469,724
"947","1208",18.4616999791396,725
"604","986112100172405",27.24943682353,726
"2420","699",0.0911708602099791,727
"1239","1948",14.9741332573801,728
"181","696",2.75447059907686,729
"1907","1443",22.7132294331315,730
"1723","2002",26.2837867508077,731
"101","558",0.0987978651205736,732
"1728","583",26.8333671949445,733
"618","986112100174691",25.8878391854777,734
"2159","2264",25.5234938119672,735
"1561","340",25.4423817157335,736
"1000","1056",25.5622826430169,737
"1438","1517",0.132526071636846,738
"1703","1826",26.9424243965903,739
"1125","1329",0.553184454125033,740
"986112100171977","824",25.3861288824343,741
"915","1837",14.9828735913219,742
"1007","482",25.1850397533346,743
"1016","985153000356701",0.367044135251406,744
"388","936",17.7169936174766,745
"986112100166148","982000411818488",0.148414935549797,746
"986112100172294","871",0.48857144844625,747
"1656","1358",25.5384263026524,748
"844","60",0.780701039493505,749
"982126052951241","20",27.3459588160608,750
"509","1335",1.43116887757058,751
"1527","979",8.64458199800196,752
"985153000403710","640",27.4308890771187,753
"189","1553",0.0696312713714345,754
"2752","1867",18.5258237333041,755
"1203","1171",1.33647469184178,756
"37","919",2.31572608900466,757
"985153000369925","985153000352306",0.636727880148831,758
"2416","1810",26.6688102757515,759
"2080","100",27.3510295996265,760
"1057","1312",2.3371577004673,761
"985153000400899","1433",23.2875966554796,762
"832","1946",24.443502741568,763
"2044","403",0.0438272173029974,764
"348","982000411818467",27.5432035799148,765
"650","982126052951219",5.29224783828183,766
"1913","2098",0.42086763157106,767
"2023","1684",12.3166807957203,768
"1702","738",27.6465565114689,769
"1770","1154",27.4528036492501,770
"985153000407421","2391",15.49672406543,771
"1254","247",16.7848352067407,772
"2739","1107",0.0779948219014566,773
"1169","713",12.8972157819704,774
"2220","982126052951040",25.9720963901479,775
"82","986112100167082",1.44444676066163,776
"1501","573",27.0996363385801,777
"124","738",0.443591496111974,778
"1704","986112100172281",0.147589248940283,779
"1481","864",27.4231111816356,780
"1916","1862",27.1435483356264,781
"986112100167082","33",26.6947872166389,782
"2015","1352",8.72423844510867,783
"985153000402882","2120",1.90277694900063,784
"985153000403050","1883",0.531131176542605,785
"116","77",14.609793810059,786
"1472","649",0.340949757359241,787
"967","1593",27.1614730398211,788
"2294","1428",0.040423044089329,789
"2275","1597",25.0235268698507,790
"2057","734",26.7206121330454,791
"2050","1101",25.6080196441255,792
"439","1835",0.19804087960229,793
"982126052950839","753",0.126988656883972,794
"1264","2208",1.04615621648459,795
"335","1992",0.850366418346762,796
"1369","33",27.0592348191996,797
"148","806",10.0162946165916,798
"2591","1296",16.7128628204881,799
"2186","913",0.755054134620646,800
"1859","403",2.40516208522438,801
